,ident,echelon,period,grade
610660,2160498,4,2011-01-31,793
610672,2160499,3,2011-01-31,794
610681,2160538,4,2011-01-31,793
610687,2160539,3,2011-01-31,793
610696,2160552,4,2011-01-31,793
610706,2160555,6,2011-01-31,793
610718,2160572,4,2011-01-31,793
610725,2160613,6,2011-01-31,793
610734,2160630,6,2011-01-31,793
610744,2160654,5,2011-01-31,793
610753,2160719,4,2011-01-31,793
610762,2160760,4,2011-01-31,793
610768,2160772,4,2011-01-31,793
610775,2160866,6,2011-01-31,793
610784,2160883,7,2011-01-31,793
610794,2160892,7,2011-01-31,793
610804,2160899,5,2011-01-31,793
610813,2160903,6,2011-01-31,793
610821,2160904,7,2011-01-31,794
610829,2160908,4,2011-01-31,793
610838,2160915,5,2011-01-31,793
610847,2160922,6,2011-01-31,793
610854,2160927,7,2011-01-31,793
610862,2160950,6,2011-01-31,793
610871,2160959,4,2011-01-31,793
610880,2160961,5,2011-01-31,793
610889,2160965,5,2011-01-31,793
610895,2160972,4,2011-01-31,793
610901,2160985,5,2011-01-31,793
610907,2160989,4,2011-01-31,793
610916,2160994,3,2011-01-31,793
610926,2160997,4,2011-01-31,793
610935,2161008,4,2011-01-31,793
610943,2161024,3,2011-01-31,793
610955,2161030,4,2011-01-31,794
610967,2161031,4,2011-01-31,794
610978,2161036,4,2011-01-31,794
610987,2161038,4,2011-01-31,793
610993,2161041,4,2011-01-31,793
611002,2161046,3,2011-01-31,793
611011,2161047,3,2011-01-31,793
611020,2161051,4,2011-01-31,793
611030,2161121,9,2011-01-31,793
611037,2161136,5,2011-01-31,793
611047,2161151,8,2011-01-31,793
611056,2161152,5,2011-01-31,793
611065,2161184,5,2011-01-31,793
611074,2161241,5,2011-01-31,793
611084,2161263,5,2011-01-31,793
611093,2161424,3,2011-01-31,793
611100,2161479,8,2011-01-31,793
611110,2161497,8,2011-01-31,793
611119,2161503,4,2011-01-31,793
611126,2161513,7,2011-01-31,793
611132,2161514,6,2011-01-31,793
611139,2161518,7,2011-01-31,793
611148,2161519,7,2011-01-31,793
611154,2161528,7,2011-01-31,793
611162,2161545,6,2011-01-31,794
611172,2161558,5,2011-01-31,793
611180,2161565,6,2011-01-31,793
611185,2161571,8,2011-01-31,795
611194,2161572,4,2011-01-31,793
611203,2161573,7,2011-01-31,793
611212,2161575,6,2011-01-31,793
611220,2161587,4,2011-01-31,793
611228,2161596,6,2011-01-31,793
611235,2161598,7,2011-01-31,793
611245,2161602,5,2011-01-31,793
611255,2161603,5,2011-01-31,793
611261,2161604,6,2011-01-31,793
611271,2161605,6,2011-01-31,793
611279,2161606,5,2011-01-31,793
611288,2161607,3,2011-01-31,793
611294,2161610,4,2011-01-31,793
611303,2161613,6,2011-01-31,793
611312,2161623,4,2011-01-31,793
611320,2161624,5,2011-01-31,793
611327,2161634,5,2011-01-31,793
611339,2161635,5,2011-01-31,794
611347,2161647,4,2011-01-31,793
611356,2161654,4,2011-01-31,793
611362,2161671,3,2011-01-31,793
611371,2161675,3,2011-01-31,793
611380,2161676,4,2011-01-31,793
611388,2161677,3,2011-01-31,793
611397,2161814,6,2011-01-31,793
611404,2161822,5,2011-01-31,793
611413,2161863,5,2011-01-31,793
611422,2161867,4,2011-01-31,793
611430,2161876,4,2011-01-31,793
611439,2161903,5,2011-01-31,793
611448,2162150,6,2011-01-31,793
611454,2162159,7,2011-01-31,794
611461,2162168,7,2011-01-31,793
611467,2162187,5,2011-01-31,793
611476,2162190,6,2011-01-31,793
611485,2162197,6,2011-01-31,793
611492,2162212,5,2011-01-31,793
611500,2162213,5,2011-01-31,793
611512,2162214,6,2011-01-31,794
611521,2162219,7,2011-01-31,793
611527,2162220,5,2011-01-31,793
611533,2162241,3,2011-01-31,793
611543,2162245,4,2011-01-31,793
611552,2162251,4,2011-01-31,793
611561,2162252,4,2011-01-31,793
611567,2162256,3,2011-01-31,793
611578,2162347,6,2011-01-31,793
611588,2162440,4,2011-01-31,793
611598,2162470,4,2011-01-31,793
611604,2162592,7,2011-01-31,793
611613,2162593,5,2011-01-31,793
611622,2162594,8,2011-01-31,793
611630,2162595,7,2011-01-31,793
611638,2162596,5,2011-01-31,793
611647,2162597,6,2011-01-31,793
611656,2162601,7,2011-01-31,793
611665,2162602,6,2011-01-31,793
611674,2162608,5,2011-01-31,793
611683,2162615,6,2011-01-31,793
611692,2162618,7,2011-01-31,793
611698,2162629,7,2011-01-31,793
611707,2162632,5,2011-01-31,793
611719,2162639,5,2011-01-31,794
611728,2162652,4,2011-01-31,793
611737,2162653,5,2011-01-31,793
611743,2162659,4,2011-01-31,793
611751,2162661,5,2011-01-31,793
611758,2162670,3,2011-01-31,793
611765,2162672,3,2011-01-31,793
611777,2162673,4,2011-01-31,794
611786,2162675,3,2011-01-31,793
611790,2162676,4,2011-01-31,794
611799,2162678,4,2011-01-31,793
611813,2162738,5,2011-01-31,793
611821,2162747,4,2011-01-31,793
611829,2162753,4,2011-01-31,793
611837,2162775,4,2011-01-31,793
611845,2162786,4,2011-01-31,793
611853,2162806,4,2011-01-31,793
611863,2162812,3,2011-01-31,794
611867,2162817,3,2011-01-31,793
611877,2162827,4,2011-01-31,793
611891,2163042,5,2011-01-31,793
611900,2163044,4,2011-01-31,793
611906,2163045,7,2011-01-31,794
611915,2163055,7,2011-01-31,793
611924,2163071,6,2011-01-31,793
611936,2163079,5,2011-01-31,794
611945,2163095,6,2011-01-31,794
611952,2163100,5,2011-01-31,793
611959,2163111,6,2011-01-31,793
611966,2163112,3,2011-01-31,793
611975,2163123,4,2011-01-31,793
611984,2163124,3,2011-01-31,793
611990,2163128,4,2011-01-31,793
612000,2163137,4,2011-01-31,793
612007,2163138,4,2011-01-31,793
612014,2163225,5,2011-01-31,793
612023,2163230,4,2011-01-31,793
612033,2163249,4,2011-01-31,793
612043,2163302,4,2011-01-31,793
612053,2163306,6,2011-01-31,793
612062,2163338,3,2011-01-31,793
612071,2163474,8,2011-01-31,793
612078,2163476,5,2011-01-31,793
612087,2163479,6,2011-01-31,793
612094,2163482,8,2011-01-31,793
612106,2163491,5,2011-01-31,794
612114,2163493,5,2011-01-31,793
612123,2163498,7,2011-01-31,793
612129,2163501,6,2011-01-31,793
612139,2163503,6,2011-01-31,793
612149,2163504,3,2011-01-31,793
612158,2163511,7,2011-01-31,793
612170,2163521,5,2011-01-31,794
612179,2163524,5,2011-01-31,794
612187,2163527,6,2011-01-31,793
612196,2163548,5,2011-01-31,793
612203,2163556,4,2011-01-31,793
612209,2163567,4,2011-01-31,793
612218,2163639,5,2011-01-31,793
612224,2163654,6,2011-01-31,793
612233,2163672,5,2011-01-31,793
612242,2163692,5,2011-01-31,793
612251,2163697,5,2011-01-31,793
612261,2163702,4,2011-01-31,794
612270,2163759,5,2011-01-31,793
612279,2163803,6,2011-01-31,793
612287,2163827,7,2011-01-31,794
612295,2163829,7,2011-01-31,793
612301,2163856,6,2011-01-31,793
612310,2163871,6,2011-01-31,793
612319,2163885,6,2011-01-31,793
612325,2163890,6,2011-01-31,794
612330,2163898,7,2011-01-31,794
612338,2163900,5,2011-01-31,793
612348,2163908,6,2011-01-31,793
612355,2163920,4,2011-01-31,793
612365,2163933,4,2011-01-31,794
612374,2163936,4,2011-01-31,793
612383,2163939,5,2011-01-31,793
612391,2163949,4,2011-01-31,793
612397,2163951,3,2011-01-31,793
612405,2163961,3,2011-01-31,793
612413,2163965,4,2011-01-31,793
612421,2163966,4,2011-01-31,793
612425,2163967,3,2011-01-31,793
612434,2163971,4,2011-01-31,793
612443,2163974,3,2011-01-31,793
612452,2164033,8,2011-01-31,793
612461,2164079,5,2011-01-31,793
612473,2164206,4,2011-01-31,794
612482,2164307,5,2011-01-31,793
612491,2164321,4,2011-01-31,793
612502,2164367,5,2011-01-31,794
612505,2164374,4,2011-01-31,794
612514,2164375,4,2011-01-31,793
612524,2164377,3,2011-01-31,793
612533,2164379,3,2011-01-31,793
612540,2164380,3,2011-01-31,793
612551,2164531,5,2011-01-31,793
612561,2164551,4,2011-01-31,793
612569,2164707,8,2011-01-31,794
612578,2164709,7,2011-01-31,793
612584,2164712,5,2011-01-31,793
612593,2164714,7,2011-01-31,793
612598,2164724,7,2011-01-31,794
612605,2164744,7,2011-01-31,794
612610,2164754,4,2011-01-31,793
612617,2164755,5,2011-01-31,793
612621,2164759,6,2011-01-31,793
612630,2164764,5,2011-01-31,793
612639,2164794,4,2011-01-31,794
612651,2164798,4,2011-01-31,794
612660,2164869,7,2011-01-31,793
612669,2164872,4,2011-01-31,793
612678,2164886,5,2011-01-31,793
612687,2164893,4,2011-01-31,793
612696,2164895,7,2011-01-31,793
612705,2164901,4,2011-01-31,793
612714,2164952,4,2011-01-31,793
612723,2164999,4,2011-01-31,793
612732,2165108,4,2011-01-31,793
612741,2165111,7,2011-01-31,793
612750,2165112,8,2011-01-31,793
612759,2165113,6,2011-01-31,793
612768,2165115,7,2011-01-31,793
612777,2165119,5,2011-01-31,793
612786,2165122,7,2011-01-31,793
612793,2165126,5,2011-01-31,793
612802,2165128,7,2011-01-31,793
612810,2165137,7,2011-01-31,793
612819,2165139,4,2011-01-31,793
612827,2165144,7,2011-01-31,794
612833,2165147,5,2011-01-31,793
612842,2165149,10,2011-01-31,793
612849,2165152,6,2011-01-31,793
612857,2165160,7,2011-01-31,794
612865,2165162,4,2011-01-31,793
612877,2165164,5,2011-01-31,794
612884,2165167,5,2011-01-31,793
612893,2165183,5,2011-01-31,793
612902,2165188,5,2011-01-31,793
612910,2165191,5,2011-01-31,793
612919,2165198,6,2011-01-31,793
612926,2165209,4,2011-01-31,793
612934,2165227,4,2011-01-31,793
612943,2165244,5,2011-01-31,793
612952,2165251,4,2011-01-31,793
612961,2165253,5,2011-01-31,793
612968,2165254,5,2011-01-31,793
612980,2165271,4,2011-01-31,794
612988,2165275,4,2011-01-31,793
612997,2165276,5,2011-01-31,793
613005,2165284,4,2011-01-31,793
613012,2165295,3,2011-01-31,793
613022,2165299,5,2011-01-31,794
613030,2165302,3,2011-01-31,793
613039,2165306,4,2011-01-31,793
613048,2165312,5,2011-01-31,793
613057,2165319,3,2011-01-31,793
613064,2165326,5,2011-01-31,795
613073,2165331,4,2011-01-31,793
613082,2165334,3,2011-01-31,793
613091,2165338,3,2011-01-31,793
613100,2165339,4,2011-01-31,793
613109,2165479,5,2011-01-31,793
613121,2165488,5,2011-01-31,794
613127,2165512,3,2011-01-31,793
613134,2165536,3,2011-01-31,793
613139,2165541,6,2011-01-31,794
613146,2165568,5,2011-01-31,793
613157,2165570,6,2011-01-31,794
613163,2165579,4,2011-01-31,793
613169,2165620,4,2011-01-31,793
613178,2165637,6,2011-01-31,793
613187,2165650,5,2011-01-31,793
613193,2165675,4,2011-01-31,793
613201,2165722,4,2011-01-31,793
613210,2165734,3,2011-01-31,793
613219,2165743,4,2011-01-31,793
613228,2165808,4,2011-01-31,793
613237,2165818,4,2011-01-31,793
613243,2165846,3,2011-01-31,793
613252,2165983,4,2011-01-31,793
613261,2165985,3,2011-01-31,793
613270,2166022,3,2011-01-31,793
613279,2166074,6,2011-01-31,793
613288,2166080,7,2011-01-31,793
613298,2166115,7,2011-01-31,793
613305,2166118,5,2011-01-31,796
613311,2166119,7,2011-01-31,793
613317,2166122,7,2011-01-31,793
613324,2166130,5,2011-01-31,793
613333,2166131,4,2011-01-31,793
613342,2166149,5,2011-01-31,793
613351,2166156,5,2011-01-31,794
613360,2166161,7,2011-01-31,793
613369,2166181,5,2011-01-31,793
613378,2166186,5,2011-01-31,793
613389,2166199,5,2011-01-31,794
613397,2166230,4,2011-01-31,793
613406,2166241,5,2011-01-31,793
613413,2166249,4,2011-01-31,793
613422,2166283,4,2011-01-31,793
613431,2166290,3,2011-01-31,793
613440,2166304,3,2011-01-31,793
613449,2166306,4,2011-01-31,793
613458,2166311,4,2011-01-31,793
613466,2166455,5,2011-01-31,793
613475,2166469,7,2011-01-31,793
613484,2166496,6,2011-01-31,793
613493,2166511,4,2011-01-31,793
613502,2166649,5,2011-01-31,793
613511,2166722,4,2011-01-31,793
613518,2166799,4,2011-01-31,793
613525,2166817,3,2011-01-31,793
613532,2166947,3,2011-01-31,793
613538,2167046,5,2011-01-31,793
613548,2167096,8,2011-01-31,793
613557,2167097,8,2011-01-31,793
613560,2167098,8,2011-01-31,794
613566,2167101,7,2011-01-31,793
613574,2167102,8,2011-01-31,794
613582,2167111,4,2011-01-31,793
613591,2167116,5,2011-01-31,793
613597,2167117,7,2011-01-31,794
613605,2167119,3,2011-01-31,793
613614,2167122,6,2011-01-31,793
613618,2167125,8,2011-01-31,794
613626,2167129,8,2011-01-31,793
613632,2167130,7,2011-01-31,794
613640,2167134,6,2011-01-31,793
613647,2167140,5,2011-01-31,793
613656,2167141,11,2011-01-31,793
613662,2167147,7,2011-01-31,793
613671,2167153,6,2011-01-31,793
613678,2167155,7,2011-01-31,793
613687,2167156,7,2011-01-31,793
613696,2167158,6,2011-01-31,793
613705,2167165,7,2011-01-31,793
613711,2167167,7,2011-01-31,793
613717,2167174,6,2011-01-31,794
613724,2167183,7,2011-01-31,794
613730,2167186,6,2011-01-31,793
613739,2167188,7,2011-01-31,793
613748,2167202,3,2011-01-31,793
613754,2167203,6,2011-01-31,793
613761,2167204,6,2011-01-31,793
613767,2167206,6,2011-01-31,793
613776,2167209,6,2011-01-31,793
613780,2167212,6,2011-01-31,793
613787,2167218,4,2011-01-31,793
613796,2167234,6,2011-01-31,793
613805,2167238,4,2011-01-31,793
613814,2167250,5,2011-01-31,793
613820,2167261,4,2011-01-31,793
613827,2167262,6,2011-01-31,794
613833,2167265,5,2011-01-31,793
613838,2167274,5,2011-01-31,793
613845,2167288,5,2011-01-31,794
613857,2167289,5,2011-01-31,794
613866,2167290,3,2011-01-31,793
613873,2167294,4,2011-01-31,793
613882,2167297,5,2011-01-31,793
613890,2167301,5,2011-01-31,794
613899,2167304,4,2011-01-31,793
613908,2167307,4,2011-01-31,793
613920,2167311,4,2011-01-31,794
613929,2167324,5,2011-01-31,793
613938,2167326,5,2011-01-31,793
613945,2167328,4,2011-01-31,793
613954,2167332,5,2011-01-31,793
613966,2167339,3,2011-01-31,794
613972,2167349,4,2011-01-31,793
613979,2167350,4,2011-01-31,793
613988,2167351,4,2011-01-31,793
613998,2167358,4,2011-01-31,794
614007,2167363,3,2011-01-31,793
614014,2167364,4,2011-01-31,793
614023,2167368,3,2011-01-31,793
614029,2167580,6,2011-01-31,793
614038,2167585,5,2011-01-31,793
614045,2167623,4,2011-01-31,793
614054,2167661,8,2011-01-31,794
614061,2167697,4,2011-01-31,793
614070,2167721,4,2011-01-31,793
614073,2167803,4,2011-01-31,794
614079,2167807,5,2011-01-31,793
614088,2168014,4,2011-01-31,793
614097,2168019,4,2011-01-31,793
614107,2168070,7,2011-01-31,793
614113,2168075,5,2011-01-31,793
614122,2168077,6,2011-01-31,793
614131,2168085,7,2011-01-31,793
614140,2168099,8,2011-01-31,793
614147,2168100,8,2011-01-31,795
614154,2168104,7,2011-01-31,793
614161,2168116,5,2011-01-31,793
614167,2168132,5,2011-01-31,793
614176,2168134,6,2011-01-31,793
614183,2168142,5,2011-01-31,793
614192,2168144,6,2011-01-31,793
614199,2168148,6,2011-01-31,793
614209,2168151,4,2011-01-31,793
614216,2168152,5,2011-01-31,794
614225,2168165,5,2011-01-31,793
614234,2168172,5,2011-01-31,793
614243,2168176,5,2011-01-31,793
614252,2168190,4,2011-01-31,793
614261,2168195,4,2011-01-31,793
614270,2168207,4,2011-01-31,793
614277,2168218,4,2011-01-31,793
614284,2168234,3,2011-01-31,793
614293,2168238,3,2011-01-31,793
614302,2168243,4,2011-01-31,793
614311,2168244,3,2011-01-31,793
614320,2168245,4,2011-01-31,793
614327,2168316,6,2011-01-31,793
614334,2168320,4,2011-01-31,793
614343,2168341,4,2011-01-31,793
614352,2168343,5,2011-01-31,793
614361,2168349,4,2011-01-31,793
614371,2168352,8,2011-01-31,793
614381,2168370,6,2011-01-31,793
614390,2168374,9,2011-01-31,793
614399,2168433,4,2011-01-31,793
614406,2168545,6,2011-01-31,793
614415,2168576,3,2011-01-31,793
614424,2168682,3,2011-01-31,793
614433,2168745,4,2011-01-31,793
614443,2168750,6,2011-01-31,793
614452,2168758,8,2011-01-31,793
614458,2168764,4,2011-01-31,793
614465,2168766,5,2011-01-31,793
614471,2168773,7,2011-01-31,793
614483,2168777,6,2011-01-31,794
614493,2168784,5,2011-01-31,793
614502,2168785,7,2011-01-31,793
614510,2168792,6,2011-01-31,793
614519,2168799,7,2011-01-31,793
614530,2168802,5,2011-01-31,794
614540,2168803,4,2011-01-31,793
614543,2168805,6,2011-01-31,794
614553,2168810,5,2011-01-31,793
614561,2168817,6,2011-01-31,794
614570,2168830,4,2011-01-31,793
614580,2168832,3,2011-01-31,793
614589,2168840,4,2011-01-31,793
614596,2168845,3,2011-01-31,793
614610,2168848,5,2011-01-31,794
614621,2168853,3,2011-01-31,793
614630,2168873,5,2011-01-31,793
614637,2168884,4,2011-01-31,793
614644,2168902,4,2011-01-31,793
614649,2168906,4,2011-01-31,794
614656,2168918,3,2011-01-31,793
614665,2168999,4,2011-01-31,793
614674,2169037,4,2011-01-31,793
614683,2169086,3,2011-01-31,793
614689,2169087,6,2011-01-31,793
614696,2169088,5,2011-01-31,793
614702,2169091,4,2011-01-31,793
614709,2169099,5,2011-01-31,793
614718,2169346,3,2011-01-31,793
614727,2169367,5,2011-01-31,793
614736,2169372,8,2011-01-31,793
614745,2169383,7,2011-01-31,793
614755,2169384,6,2011-01-31,794
614764,2169385,7,2011-01-31,793
614770,2169388,7,2011-01-31,793
614777,2169391,3,2011-01-31,793
614786,2169395,4,2011-01-31,793
614795,2169397,7,2011-01-31,793
614801,2169400,7,2011-01-31,793
614810,2169403,6,2011-01-31,793
614817,2169404,7,2011-01-31,793
614826,2169407,7,2011-01-31,793
614834,2169412,6,2011-01-31,793
614843,2169414,6,2011-01-31,794
614852,2169415,7,2011-01-31,793
614858,2169424,7,2011-01-31,794
614866,2169427,7,2011-01-31,793
614875,2169435,5,2011-01-31,793
614884,2169436,5,2011-01-31,793
614890,2169443,6,2011-01-31,794
614899,2169446,7,2011-01-31,793
614907,2169452,7,2011-01-31,793
614915,2169453,7,2011-01-31,794
614924,2169461,6,2011-01-31,793
614930,2169468,6,2011-01-31,793
614937,2169472,4,2011-01-31,793
614946,2169474,6,2011-01-31,793
614955,2169477,4,2011-01-31,793
614962,2169481,4,2011-01-31,793
614971,2169488,5,2011-01-31,793
614983,2169495,5,2011-01-31,794
614992,2169502,5,2011-01-31,793
615001,2169512,5,2011-01-31,793
615008,2169527,4,2011-01-31,793
615020,2169534,4,2011-01-31,794
615029,2169536,3,2011-01-31,793
615038,2169540,4,2011-01-31,793
615048,2169543,4,2011-01-31,794
615052,2169549,4,2011-01-31,793
615061,2169555,4,2011-01-31,793
615070,2169557,4,2011-01-31,793
615079,2169561,4,2011-01-31,793
615085,2169562,4,2011-01-31,793
615094,2169563,3,2011-01-31,793
615101,2169564,4,2011-01-31,793
615110,2169566,4,2011-01-31,793
615117,2169572,3,2011-01-31,793
615125,2169601,7,2011-01-31,793
615131,2169661,10,2011-01-31,794
615141,2169669,5,2011-01-31,793
615150,2169677,6,2011-01-31,793
615159,2169707,4,2011-01-31,793
615166,2169709,4,2011-01-31,793
615175,2169727,6,2011-01-31,793
615184,2169765,7,2011-01-31,793
615195,2169864,4,2011-01-31,793
615201,2169888,4,2011-01-31,793
615208,2170009,4,2011-01-31,793
615217,2170020,4,2011-01-31,793
615223,2170106,6,2011-01-31,794
615231,2170113,6,2011-01-31,794
615239,2170135,5,2011-01-31,793
615248,2170140,5,2011-01-31,793
615257,2170146,6,2011-01-31,793
615269,2170154,4,2011-01-31,794
615278,2170155,3,2011-01-31,793
615288,2170157,6,2011-01-31,793
615294,2170160,6,2011-01-31,793
615303,2170163,4,2011-01-31,793
615312,2170164,5,2011-01-31,793
615321,2170168,5,2011-01-31,793
615328,2170171,5,2011-01-31,793
615337,2170178,4,2011-01-31,793
615346,2170179,3,2011-01-31,793
615355,2170198,4,2011-01-31,793
615364,2170211,4,2011-01-31,793
615373,2170221,4,2011-01-31,793
615382,2170232,3,2011-01-31,793
615391,2170283,2,2011-01-31,793
615400,2170303,4,2011-01-31,793
615404,2170322,6,2011-01-31,793
615412,2170324,7,2011-01-31,795
615420,2170345,6,2011-01-31,793
615429,2170360,5,2011-01-31,793
615438,2170366,5,2011-01-31,793
615447,2170374,5,2011-01-31,793
615456,2170378,5,2011-01-31,793
615465,2170382,4,2011-01-31,793
615472,2170383,4,2011-01-31,793
615479,2170399,5,2011-01-31,793
615488,2170407,6,2011-01-31,793
615497,2170411,4,2011-01-31,793
615504,2170418,4,2011-01-31,793
615517,2170424,6,2011-01-31,794
615522,2170457,5,2011-01-31,793
615529,2170477,4,2011-01-31,793
615538,2170505,4,2011-01-31,793
615546,2170701,7,2011-01-31,793
615555,2170706,7,2011-01-31,793
615563,2170713,6,2011-01-31,793
615572,2170716,7,2011-01-31,793
615580,2170717,7,2011-01-31,794
615588,2170738,4,2011-01-31,793
615600,2170742,6,2011-01-31,794
615607,2170745,5,2011-01-31,793
615615,2170760,6,2011-01-31,794
615621,2170762,5,2011-01-31,793
615630,2170764,6,2011-01-31,793
615636,2170784,5,2011-01-31,793
615645,2170798,4,2011-01-31,793
615654,2170800,4,2011-01-31,793
615662,2170803,5,2011-01-31,793
615673,2170813,5,2011-01-31,793
615682,2170830,4,2011-01-31,793
615691,2170843,3,2011-01-31,793
615700,2170849,4,2011-01-31,794
615708,2170850,3,2011-01-31,793
615717,2170851,5,2011-01-31,793
615724,2170859,4,2011-01-31,793
615732,2170861,3,2011-01-31,794
615738,2170868,4,2011-01-31,793
615745,2170870,4,2011-01-31,793
615750,2170871,3,2011-01-31,793
615759,2171004,5,2011-01-31,793
615768,2171265,4,2011-01-31,793
615777,2171279,4,2011-01-31,793
615786,2171305,4,2011-01-31,793
615795,2171306,5,2011-01-31,793
615804,2171329,9,2011-01-31,795
615812,2171336,7,2011-01-31,793
615822,2171345,7,2011-01-31,793
615830,2171361,7,2011-01-31,794
615834,2171376,7,2011-01-31,793
615841,2171386,5,2011-01-31,793
615850,2171398,3,2011-01-31,793
615859,2171406,4,2011-01-31,793
615871,2171413,3,2011-01-31,794
615880,2171418,4,2011-01-31,793
615894,2171463,5,2011-01-31,794
615903,2171512,5,2011-01-31,794
615912,2171523,4,2011-01-31,793
615920,2171539,5,2011-01-31,796
